DiseaseName	PMID	Sentence index	The # of total tokens	Location of token
parkinson Disease	21799745	2	17	8
parkinson Disease	21799745	2	17	8
parkinson Disease	21799745	3	12	11
parkinson Disease	21799745	3	12	11
parkinson Disease	21799745	3	12	11
parkinson Disease	21799745	12	29	28
parkinson Disease	21799745	12	29	28
parkinson Disease	21799745	12	29	28
parkinson Disease	21799425	2	16	15
parkinson Disease	21799425	2	16	15
parkinson Disease	21799425	2	16	15
parkinson Disease	21799425	4	26	13
parkinson Disease	21799425	4	26	13
parkinson Disease	21799425	4	26	13
parkinson Disease	21799414	7	32	20
parkinson Disease	21799414	7	32	20
parkinson Disease	21799414	7	32	20
parkinson Disease	21798732	3	22	20
parkinson Disease	21798732	3	22	20
parkinson Disease	21798732	3	22	20
parkinson Disease	21798561	2	13	7
parkinson Disease	21798561	3	13	11
parkinson Disease	21798561	3	13	11
parkinson Disease	21798561	3	13	11
parkinson Disease	21798243	3	21	13
parkinson Disease	21798243	3	21	13
parkinson Disease	21798243	3	21	13
parkinson Disease	21796667	3	25	23
parkinson Disease	21796667	3	25	23
parkinson Disease	21796667	3	25	23
parkinson Disease	21796424	13	46	27
parkinson Disease	21796424	13	46	27
parkinson Disease	21796424	13	46	27
parkinson Disease	21795961	2	8	7
parkinson Disease	21795961	2	8	7
parkinson Disease	21795961	2	8	7
parkinson Disease	21795716	2	19	18
parkinson Disease	21795716	2	19	18
parkinson Disease	21795716	2	19	18
parkinson Disease	21795716	3	33	1
parkinson Disease	21795716	3	33	1
parkinson Disease	21795716	3	33	1
parkinson Disease	21795682	3	21	20
parkinson Disease	21795682	6	33	32
parkinson Disease	21795682	6	33	32
parkinson Disease	21795682	6	33	32
parkinson Disease	21795543	6	16	14
parkinson Disease	21795543	6	16	14
parkinson Disease	21795543	6	16	14
parkinson Disease	21794951	2	10	9
parkinson Disease	21794951	2	10	9
parkinson Disease	21794951	2	10	9
parkinson Disease	21794951	5	40	8
parkinson Disease	21794951	5	40	8
parkinson Disease	21794951	5	40	8
parkinson Disease	21793734	3	35	13
parkinson Disease	21793734	3	35	13
parkinson Disease	21793734	3	35	13
parkinson Disease	21791351	2	13	8
parkinson Disease	21791351	2	13	8
parkinson Disease	21791351	2	13	8
parkinson Disease	21791351	3	28	23
parkinson Disease	21791351	3	28	23
parkinson Disease	21791351	3	28	23
parkinson Disease	21791351	4	20	4
parkinson Disease	21791351	4	20	4
parkinson Disease	21791351	4	20	4
parkinson Disease	21791351	9	11	5
parkinson Disease	21791351	9	11	5
parkinson Disease	21791351	9	11	5
parkinson Disease	21791351	10	29	28
parkinson Disease	21791351	10	29	28
parkinson Disease	21791351	10	29	28
parkinson Disease	21791235	2	12	11
parkinson Disease	21791235	2	12	11
parkinson Disease	21791235	2	12	11
parkinson Disease	21791235	3	25	18
parkinson Disease	21791235	3	25	18
parkinson Disease	21791235	3	25	18
parkinson Disease	21791117	2	18	10
parkinson Disease	21791117	3	24	22
parkinson Disease	21791117	3	24	22
parkinson Disease	21791117	3	24	22
parkinson Disease	21790503	2	24	11
parkinson Disease	21790503	2	24	11
parkinson Disease	21790503	2	24	11
parkinson Disease	21790211	2	14	13
parkinson Disease	21790211	2	14	13
parkinson Disease	21790211	2	14	13
parkinson Disease	21790211	3	34	21
parkinson Disease	21790211	3	34	21
parkinson Disease	21790211	3	34	21
parkinson Disease	21790211	5	15	14
parkinson Disease	21790211	5	15	14
parkinson Disease	21790211	5	15	14
parkinson Disease	21790211	6	38	3
parkinson Disease	21790211	8	24	3
parkinson Disease	21790211	14	45	11
parkinson Disease	21790211	14	45	11
parkinson Disease	21790211	14	45	11
parkinson Disease	21790007	2	12	11
parkinson Disease	21790007	3	18	1
parkinson Disease	21790007	3	18	1
parkinson Disease	21790007	3	18	1
parkinson Disease	21789693	3	23	9
parkinson Disease	21789693	3	23	9
parkinson Disease	21789693	3	23	9
parkinson Disease	21789693	6	25	5
parkinson Disease	21788621	2	9	6
parkinson Disease	21788621	2	9	6
parkinson Disease	21788621	2	9	6
parkinson Disease	21788619	2	9	3
parkinson Disease	21788252	2	10	9
parkinson Disease	21788252	2	10	9
parkinson Disease	21788252	2	10	9
parkinson Disease	21788252	3	30	5
parkinson Disease	21788252	3	30	5
parkinson Disease	21788252	3	30	5
parkinson Disease	21788252	6	53	28
parkinson Disease	21788252	6	53	28
parkinson Disease	21788252	6	53	28
parkinson Disease	21787806	2	18	17
parkinson Disease	21787806	4	17	15
parkinson Disease	21787806	4	17	15
parkinson Disease	21787806	4	17	15
parkinson Disease	21786295	2	9	5
parkinson Disease	21786135	2	20	14
parkinson Disease	21786135	2	20	14
parkinson Disease	21786135	2	20	14
parkinson Disease	21786135	4	39	14
parkinson Disease	21786116	2	8	7
parkinson Disease	21785221	3	27	5
parkinson Disease	21785221	3	27	5
parkinson Disease	21785221	3	27	5
parkinson Disease	21784889	2	21	12
parkinson Disease	21784889	3	10	8
parkinson Disease	21784889	3	10	8
parkinson Disease	21784889	3	10	8
parkinson Disease	21784692	2	24	8
parkinson Disease	21784692	2	24	8
parkinson Disease	21784692	2	24	8
parkinson Disease	21784692	3	34	6
parkinson Disease	21784692	3	34	6
parkinson Disease	21784692	3	34	6
parkinson Disease	21784670	2	8	1
parkinson Disease	21784670	3	16	4
parkinson Disease	21784670	3	16	4
parkinson Disease	21784670	3	16	4
parkinson Disease	21784538	3	10	1
parkinson Disease	21784538	3	10	1
parkinson Disease	21784538	3	10	1
parkinson Disease	21784416	2	12	11
parkinson Disease	21784416	2	12	11
parkinson Disease	21784416	2	12	11
parkinson Disease	21784416	3	11	10
parkinson Disease	21784416	3	11	10
parkinson Disease	21784416	3	11	10
parkinson Disease	21784416	4	20	9
parkinson Disease	21784416	4	20	9
parkinson Disease	21784416	4	20	9
parkinson Disease	21784416	6	34	28
parkinson Disease	21784416	6	34	28
parkinson Disease	21784416	6	34	28
parkinson Disease	21784416	7	19	9
parkinson Disease	21784416	7	19	9
parkinson Disease	21784416	7	19	9
parkinson Disease	21784416	8	15	9
parkinson Disease	21784416	8	15	9
parkinson Disease	21784416	8	15	9
parkinson Disease	21784416	9	38	14
parkinson Disease	21784416	9	38	14
parkinson Disease	21784416	9	38	14
parkinson Disease	21784416	10	35	7
parkinson Disease	21784416	10	35	7
parkinson Disease	21784416	10	35	7
parkinson Disease	21784416	11	27	26
parkinson Disease	21784416	11	27	26
parkinson Disease	21784416	11	27	26
parkinson Disease	21784416	12	14	13
parkinson Disease	21784416	12	14	13
parkinson Disease	21784416	12	14	13
parkinson Disease	21783205	2	12	6
parkinson Disease	21783205	2	12	6
parkinson Disease	21783205	2	12	6
parkinson Disease	21782285	2	12	11
parkinson Disease	21782285	2	12	11
parkinson Disease	21782285	2	12	11
parkinson Disease	21782285	3	31	21
parkinson Disease	21782285	3	31	21
parkinson Disease	21782285	3	31	21
parkinson Disease	21782285	5	26	23
parkinson Disease	21782285	5	26	23
parkinson Disease	21782285	5	26	23
parkinson Disease	21782030	2	16	14
parkinson Disease	21782030	2	16	15
parkinson Disease	21782030	2	16	15
parkinson Disease	21782030	2	16	15
parkinson Disease	21782030	6	16	1
parkinson Disease	21782030	6	16	1
parkinson Disease	21782030	6	16	1
parkinson Disease	21782030	13	36	21
parkinson Disease	21781348	2	15	10
parkinson Disease	21781348	2	15	10
parkinson Disease	21781348	2	15	10
parkinson Disease	21781348	3	10	1
parkinson Disease	21781348	3	10	1
parkinson Disease	21781348	3	10	1
parkinson Disease	21781190	3	24	22
parkinson Disease	21781190	3	24	22
parkinson Disease	21781190	3	24	22
parkinson Disease	21780724	2	5	4
parkinson Disease	21780724	2	5	4
parkinson Disease	21780724	2	5	4
parkinson Disease	21780724	3	11	1
parkinson Disease	21780724	3	11	1
parkinson Disease	21780724	3	11	1
parkinson Disease	21780724	5	27	8
parkinson Disease	21780180	2	8	4
parkinson Disease	21780180	3	17	9
parkinson Disease	21780180	3	17	9
parkinson Disease	21780180	3	17	9
parkinson Disease	21780180	5	19	18
parkinson Disease	21780180	6	42	27
parkinson Disease	21780180	6	42	27
parkinson Disease	21780180	6	42	27
parkinson Disease	21780180	10	34	9
parkinson Disease	21780180	10	34	9
parkinson Disease	21780180	10	34	9
parkinson Disease	21778795	2	18	17
parkinson Disease	21778795	2	18	17
parkinson Disease	21778795	2	18	17
parkinson Disease	21778795	3	21	19
parkinson Disease	21778795	3	21	19
parkinson Disease	21778795	3	21	19
parkinson Disease	21778409	2	11	10
parkinson Disease	21778409	2	11	10
parkinson Disease	21778409	2	11	10
parkinson Disease	21778409	3	22	3
parkinson Disease	21778409	3	22	3
parkinson Disease	21778409	3	22	3
parkinson Disease	21778290	2	15	14
parkinson Disease	21778290	2	15	14
parkinson Disease	21778290	2	15	14
parkinson Disease	21778290	3	12	10
parkinson Disease	21778290	3	12	10
parkinson Disease	21778290	3	12	10
parkinson Disease	21778290	5	62	56
parkinson Disease	21778290	5	62	56
parkinson Disease	21778290	5	62	56
parkinson Disease	21777821	2	9	8
parkinson Disease	21777821	2	9	8
parkinson Disease	21777821	2	9	8
parkinson Disease	21777421	2	14	13
parkinson Disease	21777421	2	14	13
parkinson Disease	21777421	2	14	13
parkinson Disease	21777421	4	17	15
parkinson Disease	21777421	4	17	15
parkinson Disease	21777421	4	17	15
parkinson Disease	21775040	2	11	5
parkinson Disease	21775040	2	11	5
parkinson Disease	21775040	2	11	5
parkinson Disease	21775040	3	29	10
parkinson Disease	21775040	3	29	10
parkinson Disease	21775040	3	29	10
parkinson Disease	21775040	5	9	4
parkinson Disease	21775040	5	9	4
parkinson Disease	21775040	5	9	4
parkinson Disease	21775040	7	25	21
parkinson Disease	21775040	7	25	21
parkinson Disease	21775040	7	25	21
parkinson Disease	21775040	11	43	21
parkinson Disease	21775040	11	43	21
parkinson Disease	21775040	11	43	21
parkinson Disease	21774946	2	11	9
parkinson Disease	21774946	2	11	9
parkinson Disease	21774946	2	11	9
parkinson Disease	21774946	3	14	10
parkinson Disease	21774946	3	14	10
parkinson Disease	21774946	3	14	10
parkinson Disease	21772670	4	32	22
parkinson Disease	21772145	8	15	12
parkinson Disease	21772145	8	15	12
parkinson Disease	21772145	8	15	12
parkinson Disease	21772140	3	31	17
parkinson Disease	21772140	3	31	17
parkinson Disease	21772140	3	31	17
parkinson Disease	21771952	2	8	1
parkinson Disease	21771952	3	15	13
parkinson Disease	21771952	3	15	13
parkinson Disease	21771952	3	15	13
parkinson Disease	21771952	7	27	18
parkinson Disease	21771952	7	27	18
parkinson Disease	21771952	7	27	18
parkinson Disease	21769916	5	15	8
parkinson Disease	21769751	3	15	14
parkinson Disease	21769751	3	15	14
parkinson Disease	21769751	3	15	14
parkinson Disease	21769751	4	31	30
parkinson Disease	21769751	4	31	30
parkinson Disease	21769751	4	31	30
parkinson Disease	21769124	2	11	1
parkinson Disease	21768919	2	20	12
parkinson Disease	21768919	2	20	12
parkinson Disease	21768919	2	20	12
parkinson Disease	21768919	3	28	18
parkinson Disease	21768919	5	16	12
parkinson Disease	21768919	5	16	12
parkinson Disease	21768919	5	16	12
parkinson Disease	21768919	7	40	9
parkinson Disease	21768919	7	40	9
parkinson Disease	21768919	7	40	9
parkinson Disease	21768599	2	10	9
parkinson Disease	21768599	3	17	1
parkinson Disease	21768599	3	17	1
parkinson Disease	21768599	3	17	1
parkinson Disease	21768369	3	27	7
parkinson Disease	21768369	3	27	7
parkinson Disease	21768369	3	27	7
parkinson Disease	21768365	3	20	17
parkinson Disease	21768365	3	20	17
parkinson Disease	21768365	3	20	17
parkinson Disease	21768216	2	17	15
parkinson Disease	21768216	2	17	15
parkinson Disease	21768216	2	17	15
parkinson Disease	21768216	3	42	17
parkinson Disease	21768216	3	42	17
parkinson Disease	21768216	3	42	17
parkinson Disease	21767974	2	8	7
parkinson Disease	21767974	2	8	7
parkinson Disease	21767974	2	8	7
parkinson Disease	21767974	3	24	22
parkinson Disease	21767974	3	24	22
parkinson Disease	21767974	3	24	22
parkinson Disease	21767798	2	8	7
parkinson Disease	21767798	3	23	12
parkinson Disease	21767798	3	23	12
parkinson Disease	21767798	3	23	12
parkinson Disease	21767573	2	17	16
parkinson Disease	21767573	2	17	16
parkinson Disease	21767573	2	17	16
parkinson Disease	21767573	3	22	12
parkinson Disease	21767573	3	22	12
parkinson Disease	21767573	3	22	12
parkinson Disease	21767534	2	17	16
parkinson Disease	21767534	2	17	16
parkinson Disease	21767534	2	17	16
parkinson Disease	21766003	2	22	21
parkinson Disease	21766003	2	22	21
parkinson Disease	21766003	2	22	21
parkinson Disease	21766003	3	52	50
parkinson Disease	21766003	3	52	50
parkinson Disease	21766003	3	52	50
parkinson Disease	21766000	2	8	6
parkinson Disease	21766000	2	8	6
parkinson Disease	21766000	2	8	6
parkinson Disease	21766000	3	19	4
parkinson Disease	21766000	3	19	4
parkinson Disease	21766000	3	19	4
parkinson Disease	21765244	2	13	12
parkinson Disease	21765244	11	17	12
parkinson Disease	21765244	12	26	17
parkinson Disease	21765244	12	26	17
parkinson Disease	21765244	12	26	17
parkinson Disease	21764791	4	44	38
parkinson Disease	21764791	4	44	38
parkinson Disease	21764791	4	44	38
parkinson Disease	21764406	5	11	1
parkinson Disease	21764406	5	11	1
parkinson Disease	21764406	5	11	1
parkinson Disease	21764080	2	11	7
parkinson Disease	21764080	3	26	8
parkinson Disease	21764080	3	26	8
parkinson Disease	21764080	3	26	8
parkinson Disease	21764079	2	10	9
parkinson Disease	21764079	2	10	9
parkinson Disease	21764079	2	10	9
parkinson Disease	21764079	3	12	10
parkinson Disease	21764079	3	12	10
parkinson Disease	21764079	3	12	10
parkinson Disease	21764078	2	7	6
parkinson Disease	21764078	3	13	11
parkinson Disease	21764078	3	13	11
parkinson Disease	21764078	3	13	11
parkinson Disease	21763483	2	15	14
parkinson Disease	21763483	2	15	14
parkinson Disease	21763483	2	15	14
parkinson Disease	21763483	3	22	8
parkinson Disease	21763483	3	22	8
parkinson Disease	21763483	3	22	8
parkinson Disease	21763482	2	5	4
parkinson Disease	21763482	2	5	4
parkinson Disease	21763482	2	5	4
parkinson Disease	21763482	4	20	18
parkinson Disease	21763482	4	20	18
parkinson Disease	21763482	4	20	18
parkinson Disease	21763451	2	5	4
parkinson Disease	21763451	2	5	4
parkinson Disease	21763451	2	5	4
parkinson Disease	21763451	3	18	15
parkinson Disease	21763451	3	18	15
parkinson Disease	21763451	3	18	15
parkinson Disease	21762928	2	11	9
parkinson Disease	21762928	2	11	9
parkinson Disease	21762928	2	11	9
parkinson Disease	21762928	3	15	13
parkinson Disease	21762928	3	15	13
parkinson Disease	21762928	3	15	13
parkinson Disease	21762927	2	10	9
parkinson Disease	21762927	2	10	9
parkinson Disease	21762927	2	10	9
parkinson Disease	21762927	3	16	4
parkinson Disease	21762927	3	16	4
parkinson Disease	21762927	3	16	4
parkinson Disease	21762841	2	10	8
parkinson Disease	21762841	2	10	8
parkinson Disease	21762841	2	10	9
parkinson Disease	21762841	2	10	9
parkinson Disease	21762841	2	10	9
parkinson Disease	21762841	4	15	10
parkinson Disease	21762841	4	15	10
parkinson Disease	21762841	4	15	11
parkinson Disease	21762841	4	15	11
parkinson Disease	21762841	4	15	11
parkinson Disease	21762841	7	12	4
parkinson Disease	21762841	7	12	4
parkinson Disease	21762841	7	12	5
parkinson Disease	21762841	7	12	5
parkinson Disease	21762841	7	12	5
parkinson Disease	21762841	9	22	8
parkinson Disease	21762841	9	22	8
parkinson Disease	21762841	9	22	8
parkinson Disease	21762841	12	31	16
parkinson Disease	21761143	2	14	6
parkinson Disease	21761143	2	14	6
parkinson Disease	21761143	2	14	6
parkinson Disease	21761143	3	11	9
parkinson Disease	21761143	3	11	9
parkinson Disease	21761143	3	11	9
parkinson Disease	21760898	2	10	9
parkinson Disease	21760898	2	10	9
parkinson Disease	21760898	2	10	9
parkinson Disease	21760898	3	17	1
parkinson Disease	21760898	7	38	9
parkinson Disease	21760898	7	38	9
parkinson Disease	21760898	7	38	9
parkinson Disease	21760898	10	26	20
parkinson Disease	21760898	14	30	18
parkinson Disease	21760898	14	30	18
parkinson Disease	21760898	14	30	18
parkinson Disease	21760537	2	14	13
parkinson Disease	21760537	2	14	13
parkinson Disease	21760537	2	14	13
parkinson Disease	21760537	3	18	16
parkinson Disease	21760537	3	18	16
parkinson Disease	21760537	3	18	16
parkinson Disease	21757958	3	41	9
parkinson Disease	21757958	3	41	9
parkinson Disease	21757958	3	41	9
parkinson Disease	21757872	2	18	12
parkinson Disease	21757872	2	18	12
parkinson Disease	21757872	2	18	12
parkinson Disease	21757872	3	45	24
parkinson Disease	21757872	3	45	24
parkinson Disease	21757872	3	45	24
parkinson Disease	21757228	2	15	13
parkinson Disease	21757228	6	53	42
parkinson Disease	21757228	6	53	42
parkinson Disease	21757228	6	53	42
parkinson Disease	21756926	2	11	10
parkinson Disease	21756926	2	11	10
parkinson Disease	21756926	2	11	10
parkinson Disease	21756926	3	24	22
parkinson Disease	21756926	3	24	22
parkinson Disease	21756926	3	24	22
parkinson Disease	21755318	11	21	10
parkinson Disease	21755318	11	21	10
parkinson Disease	21755318	11	21	10
parkinson Disease	21753169	2	10	9
parkinson Disease	21753169	2	10	9
parkinson Disease	21753169	2	10	9
parkinson Disease	21753163	3	35	29
parkinson Disease	21753163	3	35	30
parkinson Disease	21753163	3	35	30
parkinson Disease	21753163	3	35	30
parkinson Disease	21753163	9	24	7
parkinson Disease	21753163	9	24	7
parkinson Disease	21753163	9	24	7
parkinson Disease	21753159	3	17	9
parkinson Disease	21753159	3	17	10
parkinson Disease	21753159	3	17	10
parkinson Disease	21753159	3	17	10
parkinson Disease	21753118	3	11	1
parkinson Disease	21753118	3	11	1
parkinson Disease	21753118	3	11	1
parkinson Disease	21753008	4	27	9
parkinson Disease	21753008	4	27	9
parkinson Disease	21753008	4	27	9
parkinson Disease	21752398	2	9	5
parkinson Disease	21752398	2	9	5
parkinson Disease	21752398	2	9	5
parkinson Disease	21752398	3	18	15
parkinson Disease	21752398	3	18	15
parkinson Disease	21752398	3	18	15
parkinson Disease	21751608	2	8	5
parkinson Disease	21751608	3	13	1
parkinson Disease	21751608	3	13	1
parkinson Disease	21751608	3	13	1
parkinson Disease	21750523	2	9	8
parkinson Disease	21750523	3	14	1
parkinson Disease	21750523	3	14	1
parkinson Disease	21750523	3	14	1
parkinson Disease	21748396	2	23	22
parkinson Disease	21748396	2	23	22
parkinson Disease	21748396	2	23	22
parkinson Disease	21748396	3	34	14
parkinson Disease	21748396	3	34	14
parkinson Disease	21748396	3	34	14
parkinson Disease	21747966	2	17	16
parkinson Disease	21747966	2	17	16
parkinson Disease	21747966	2	17	16
parkinson Disease	21747966	3	12	8
parkinson Disease	21747966	3	12	8
parkinson Disease	21747966	3	12	9
parkinson Disease	21747966	3	12	9
parkinson Disease	21747966	3	12	9
parkinson Disease	21747966	5	23	22
parkinson Disease	21747966	5	23	22
parkinson Disease	21747966	5	23	22
parkinson Disease	21747966	8	25	23
parkinson Disease	21747966	8	25	23
parkinson Disease	21747966	8	25	23
parkinson Disease	21747966	9	26	14
parkinson Disease	21747966	9	26	14
parkinson Disease	21747966	9	26	14
parkinson Disease	21747966	12	32	11
parkinson Disease	21747966	12	32	11
parkinson Disease	21747966	12	32	11
parkinson Disease	21747034	2	17	8
parkinson Disease	21747034	3	23	16
parkinson Disease	21747034	3	23	16
parkinson Disease	21747034	3	23	16
parkinson Disease	21747033	2	16	15
parkinson Disease	21747033	2	16	15
parkinson Disease	21747033	2	16	15
parkinson Disease	21747033	3	16	13
parkinson Disease	21747033	3	16	14
parkinson Disease	21747033	3	16	14
parkinson Disease	21747033	3	16	14
parkinson Disease	21747033	7	37	20
parkinson Disease	21747033	7	37	20
parkinson Disease	21747033	7	37	20
parkinson Disease	21747030	5	26	12
parkinson Disease	21747030	5	26	12
parkinson Disease	21747030	5	26	12
parkinson Disease	21747029	2	10	8
parkinson Disease	21747029	2	10	8
parkinson Disease	21747029	2	10	8
parkinson Disease	21747029	3	27	7
parkinson Disease	21747029	3	27	7
parkinson Disease	21747029	3	27	7
parkinson Disease	21745757	2	13	12
parkinson Disease	21745757	2	13	12
parkinson Disease	21745757	2	13	12
parkinson Disease	21745757	3	27	19
parkinson Disease	21745757	3	27	19
parkinson Disease	21745757	3	27	19
parkinson Disease	21745757	6	34	33
parkinson Disease	21745757	6	34	33
parkinson Disease	21745757	6	34	33
parkinson Disease	21745745	2	8	7
parkinson Disease	21745745	2	8	7
parkinson Disease	21745745	2	8	7
parkinson Disease	21745745	3	21	18
parkinson Disease	21745745	3	21	18
parkinson Disease	21745745	3	21	18
parkinson Disease	21745543	2	10	4
parkinson Disease	21745543	2	10	4
parkinson Disease	21745543	2	10	4
parkinson Disease	21745543	3	27	11
parkinson Disease	21745543	3	27	11
parkinson Disease	21745543	3	27	11
parkinson Disease	21745139	2	11	9
parkinson Disease	21745139	3	13	11
parkinson Disease	21745139	3	13	11
parkinson Disease	21745139	3	13	11
parkinson Disease	21742734	2	7	6
parkinson Disease	21742734	2	7	6
parkinson Disease	21742734	2	7	6
parkinson Disease	21742734	3	22	13
parkinson Disease	21742734	3	22	13
parkinson Disease	21742734	3	22	13
parkinson Disease	21742734	5	38	15
parkinson Disease	21742734	5	38	15
parkinson Disease	21742734	5	38	15
parkinson Disease	21742734	6	52	20
parkinson Disease	21742734	6	52	20
parkinson Disease	21742734	6	52	20
parkinson Disease	21742734	7	37	3
parkinson Disease	21742734	7	37	3
parkinson Disease	21742734	7	37	3
parkinson Disease	21742734	9	37	15
parkinson Disease	21742734	9	37	15
parkinson Disease	21742734	9	37	15
parkinson Disease	21742527	3	20	19
parkinson Disease	21742527	3	20	19
parkinson Disease	21742527	3	20	19
parkinson Disease	21741874	2	5	1
parkinson Disease	21741874	3	17	5
parkinson Disease	21741874	3	17	5
parkinson Disease	21741874	3	17	5
parkinson Disease	21741874	7	19	19
parkinson Disease	21741729	2	9	8
parkinson Disease	21741729	2	9	8
parkinson Disease	21741729	2	9	8
parkinson Disease	21741729	3	21	10
parkinson Disease	21741729	3	21	10
parkinson Disease	21741729	3	21	10
parkinson Disease	21741663	2	9	8
parkinson Disease	21741663	2	9	8
parkinson Disease	21741663	2	9	8
parkinson Disease	21741663	4	10	1
parkinson Disease	21741663	4	10	1
parkinson Disease	21741663	4	10	1
parkinson Disease	21741444	2	10	9
parkinson Disease	21741444	2	10	9
parkinson Disease	21741444	2	10	9
parkinson Disease	21741444	4	30	19
parkinson Disease	21741444	4	30	19
parkinson Disease	21741444	4	30	19
parkinson Disease	21741444	6	21	10
parkinson Disease	21741444	6	21	10
parkinson Disease	21741444	6	21	10
parkinson Disease	21741444	7	16	14
parkinson Disease	21741444	7	16	14
parkinson Disease	21741444	7	16	14
parkinson Disease	21741444	8	25	21
parkinson Disease	21741444	9	19	8
parkinson Disease	21741444	9	19	8
parkinson Disease	21741444	9	19	8
parkinson Disease	21741444	10	23	22
parkinson Disease	21741444	10	23	22
parkinson Disease	21741444	10	23	22
parkinson Disease	21741364	2	13	12
parkinson Disease	21741364	2	13	12
parkinson Disease	21741364	2	13	12
parkinson Disease	21741364	3	24	22
parkinson Disease	21741364	3	24	22
parkinson Disease	21741364	3	24	22
parkinson Disease	21738693	2	15	7
parkinson Disease	21738693	2	15	7
parkinson Disease	21738693	2	15	7
parkinson Disease	21738693	3	18	4
parkinson Disease	21738693	3	18	4
parkinson Disease	21738693	3	18	4
parkinson Disease	21738687	3	25	17
parkinson Disease	21738488	2	10	9
parkinson Disease	21738488	2	10	9
parkinson Disease	21738488	2	10	9
parkinson Disease	21738488	3	30	18
parkinson Disease	21738488	3	30	18
parkinson Disease	21738488	3	30	18
parkinson Disease	21738487	2	16	15
parkinson Disease	21738487	2	16	15
parkinson Disease	21738487	2	16	15
parkinson Disease	21738487	3	23	5
parkinson Disease	21738487	3	23	5
parkinson Disease	21738487	3	23	5
parkinson Disease	21738487	9	44	39
parkinson Disease	21738487	9	44	39
parkinson Disease	21738487	9	44	39
parkinson Disease	21738024	3	32	25
parkinson Disease	21738024	3	32	25
parkinson Disease	21738024	3	32	25
parkinson Disease	21737877	2	16	15
parkinson Disease	21737877	2	16	15
parkinson Disease	21737877	2	16	15
parkinson Disease	21737877	3	20	18
parkinson Disease	21737877	3	20	18
parkinson Disease	21737877	3	20	18
parkinson Disease	21737418	4	37	24
parkinson Disease	21737418	5	30	29
parkinson Disease	21737418	5	30	29
parkinson Disease	21737418	5	30	29
parkinson Disease	21737311	3	16	3
parkinson Disease	21737311	3	16	3
parkinson Disease	21737311	3	16	3
parkinson Disease	21736911	2	15	14
parkinson Disease	21736911	2	15	14
parkinson Disease	21736911	2	15	14
parkinson Disease	21736911	3	26	24
parkinson Disease	21736911	3	26	24
parkinson Disease	21736911	3	26	24
parkinson Disease	21736878	3	22	17
parkinson Disease	21735482	2	11	6
parkinson Disease	21735482	3	15	14
parkinson Disease	21735482	3	15	14
parkinson Disease	21735482	3	15	14
parkinson Disease	21735482	4	21	13
parkinson Disease	21735482	4	21	13
parkinson Disease	21735482	4	21	13
parkinson Disease	21735482	5	34	23
parkinson Disease	21735482	5	34	23
parkinson Disease	21735482	5	34	23
parkinson Disease	21735482	7	36	6
parkinson Disease	21735482	7	36	6
parkinson Disease	21735482	7	36	6
parkinson Disease	21735482	8	16	2
parkinson Disease	21735482	8	16	2
parkinson Disease	21735482	8	16	2
parkinson Disease	21735482	9	26	7
parkinson Disease	21735482	9	26	7
parkinson Disease	21735482	9	26	7
parkinson Disease	21734494	2	7	3
parkinson Disease	21734494	2	7	3
parkinson Disease	21734494	2	7	3
parkinson Disease	21734494	3	25	21
parkinson Disease	21734494	3	25	21
parkinson Disease	21734494	3	25	21
parkinson Disease	21734494	4	41	20
parkinson Disease	21734494	5	26	25
parkinson Disease	21734494	5	26	25
parkinson Disease	21734494	5	26	25
parkinson Disease	21734494	10	30	19
parkinson Disease	21734329	11	33	13
parkinson Disease	21734182	3	30	11
parkinson Disease	21734182	3	30	11
parkinson Disease	21734182	3	30	11
parkinson Disease	21734182	5	11	8
parkinson Disease	21734182	5	11	8
parkinson Disease	21734182	5	11	8
parkinson Disease	21734182	6	33	19
parkinson Disease	21734182	6	33	19
parkinson Disease	21734182	6	33	19
parkinson Disease	21733529	2	18	17
parkinson Disease	21733529	2	18	17
parkinson Disease	21733529	2	18	17
parkinson Disease	21733529	3	19	17
parkinson Disease	21733529	3	19	17
parkinson Disease	21733529	3	19	17
parkinson Disease	21733529	8	22	10
parkinson Disease	21733529	8	22	10
parkinson Disease	21733529	8	22	10
parkinson Disease	21733194	2	11	5
parkinson Disease	21733194	3	16	12
parkinson Disease	21733194	3	16	12
parkinson Disease	21733194	3	16	12
parkinson Disease	21731658	11	33	5
parkinson Disease	21731658	11	33	5
parkinson Disease	21731658	11	33	5
parkinson Disease	21731633	4	20	18
parkinson Disease	21731633	4	20	18
parkinson Disease	21731633	4	20	18
parkinson Disease	21730160	3	21	15
parkinson Disease	21730160	3	21	15
parkinson Disease	21730160	3	21	15
parkinson Disease	21730160	7	29	12
parkinson Disease	21729402	2	17	13
parkinson Disease	21729402	2	17	13
parkinson Disease	21729402	2	17	13
parkinson Disease	21729402	4	33	27
parkinson Disease	21729402	4	33	27
parkinson Disease	21729402	4	33	27
parkinson Disease	21729402	8	28	25
parkinson Disease	21729402	8	28	25
parkinson Disease	21729402	8	28	25
parkinson Disease	21728911	2	19	15
parkinson Disease	21728911	2	19	15
parkinson Disease	21728911	2	19	15
parkinson Disease	21728911	3	23	18
parkinson Disease	21728911	3	23	18
parkinson Disease	21728911	3	23	18
parkinson Disease	21728428	2	7	6
parkinson Disease	21728428	2	7	6
parkinson Disease	21728428	2	7	6
parkinson Disease	21728428	3	29	7
parkinson Disease	21728428	3	29	7
