Name	DiseaseName	PMID	Sentence index	The # of total tokens	Location of token	which abbreviation
parkinson disease	parkinson Disease	22228827	3	50	17	10
parkinson	parkinson Disease	22228827	3	50	17	20
parkinson	parkinson Disease	22228826	2	17	4	20
parkinson disease	parkinson Disease	22228826	3	21	3	8
parkinson disease	parkinson Disease	22228826	3	21	3	10
parkinson	parkinson Disease	22228826	3	21	3	20
parkinson disease	parkinson Disease	22228096	3	17	15	8
parkinson disease	parkinson Disease	22228096	3	17	15	10
parkinson	parkinson Disease	22228096	3	17	15	20
parkinson's	parkinson Disease	22227451	2	11	10	11
parkinson's disease	parkinson Disease	22227451	2	11	10	12
parkinson's disease	parkinson Disease	22227451	2	11	10	15
parkinson's	parkinson Disease	22227451	3	18	1	11
parkinson's disease	parkinson Disease	22227451	3	18	1	12
parkinson's disease	parkinson Disease	22227451	3	18	1	15
parkinson disease	parkinson Disease	22227451	8	24	8	8
parkinson disease	parkinson Disease	22227451	8	24	8	10
parkinson	parkinson Disease	22227451	8	24	8	20
parkinson disease	parkinson Disease	22222634	2	13	3	8
parkinson disease	parkinson Disease	22222634	2	13	3	10
parkinson	parkinson Disease	22222634	2	13	3	20
parkinson disease	parkinson Disease	22222634	3	23	21	8
parkinson disease	parkinson Disease	22222634	3	23	21	10
parkinson	parkinson Disease	22222634	3	23	21	20
parkinson's	parkinson Disease	22222634	7	38	10	11
parkinson's disease	parkinson Disease	22222634	7	38	10	12
parkinson's disease	parkinson Disease	22222634	7	38	10	15
parkinson's	parkinson Disease	22220437	2	10	4	11
parkinson's disease	parkinson Disease	22220437	2	10	4	12
parkinson's disease	parkinson Disease	22220437	2	10	4	15
parkinson's	parkinson Disease	22220437	3	10	1	11
parkinson's disease	parkinson Disease	22220437	3	10	1	12
parkinson's disease	parkinson Disease	22220437	3	10	1	15
parkinson disease	parkinson Disease	22219231	2	8	7	8
parkinson disease	parkinson Disease	22219231	2	8	7	10
parkinson	parkinson Disease	22219231	2	8	7	20
parkinson disease	parkinson Disease	22219231	3	16	9	8
parkinson disease	parkinson Disease	22219231	3	16	9	10
parkinson	parkinson Disease	22219231	3	16	9	20
parkinson disease	parkinson Disease	22219231	5	19	5	8
parkinson disease	parkinson Disease	22219231	5	19	5	10
parkinson	parkinson Disease	22219231	5	19	5	20
parkinson	parkinson Disease	22219231	8	25	13	20
parkinson disease	parkinson Disease	22219196	2	17	16	8
parkinson disease	parkinson Disease	22219196	2	17	16	10
parkinson	parkinson Disease	22219196	2	17	16	20
parkinson disease	parkinson Disease	22219196	4	25	24	8
parkinson disease	parkinson Disease	22219196	4	25	24	10
parkinson	parkinson Disease	22219196	4	25	24	20
parkinson disease	parkinson Disease	22219196	8	32	30	8
parkinson disease	parkinson Disease	22219196	8	32	30	10
parkinson	parkinson Disease	22219196	8	32	30	20
parkinson's	parkinson Disease	22218995	2	18	16	11
parkinson	parkinson Disease	22218995	8	21	11	20
parkinson's	parkinson Disease	22218995	9	24	12	11
parkinson's disease	parkinson Disease	22218995	9	24	12	12
parkinson's disease	parkinson Disease	22218995	9	24	12	15
parkinson disease	parkinson Disease	22217609	2	5	4	8
parkinson disease	parkinson Disease	22217609	2	5	4	10
parkinson	parkinson Disease	22217609	2	5	4	20
parkinson disease	parkinson Disease	22217609	3	41	5	8
parkinson disease	parkinson Disease	22217609	3	41	5	10
parkinson	parkinson Disease	22217609	3	41	5	20
parkinson	parkinson Disease	22217609	7	19	15	20
parkinson	parkinson Disease	22216802	7	40	34	20
parkinson disease	parkinson Disease	22215547	3	26	22	8
parkinson disease	parkinson Disease	22215547	3	26	22	10
parkinson	parkinson Disease	22215547	3	26	22	20
parkinson	parkinson Disease	22215534	5	24	17	20
parkinson's	parkinson Disease	22215333	2	13	8	11
parkinson disease	parkinson Disease	22215333	3	17	8	8
parkinson disease	parkinson Disease	22215333	3	17	8	10
parkinson	parkinson Disease	22215333	3	17	8	20
parkinson's	parkinson Disease	22215333	5	14	7	11
parkinson's disease	parkinson Disease	22215333	5	14	7	12
parkinson's disease	parkinson Disease	22215333	5	14	7	15
parkinson's	parkinson Disease	22215333	9	21	9	11
parkinson's disease	parkinson Disease	22215333	9	21	9	12
parkinson's disease	parkinson Disease	22215333	9	21	9	15
parkinson disease	parkinson Disease	22213411	2	8	7	8
parkinson disease	parkinson Disease	22213411	2	8	7	10
parkinson	parkinson Disease	22213411	2	8	7	20
parkinson disease	parkinson Disease	22213411	3	26	10	8
parkinson disease	parkinson Disease	22213411	3	26	10	10
parkinson	parkinson Disease	22213411	3	26	10	20
parkinson disease	parkinson Disease	22213411	10	12	1	8
parkinson disease	parkinson Disease	22213411	10	12	1	10
parkinson	parkinson Disease	22213411	10	12	1	20
parkinson disease	parkinson Disease	22211740	3	24	22	8
parkinson disease	parkinson Disease	22211740	3	24	22	10
parkinson	parkinson Disease	22211740	3	24	22	20
parkinson disease	parkinson Disease	22211687	7	37	33	8
parkinson disease	parkinson Disease	22211687	7	37	33	10
parkinson	parkinson Disease	22211687	7	37	33	20
parkinson disease	parkinson Disease	22211682	3	19	1	8
parkinson disease	parkinson Disease	22211682	3	19	1	10
parkinson	parkinson Disease	22211682	3	19	1	20
parkinson's	parkinson Disease	22206149	2	9	3	11
parkinson disease	parkinson Disease	22205345	3	14	12	8
parkinson disease	parkinson Disease	22205345	3	14	12	10
parkinson	parkinson Disease	22205345	3	14	12	20
parkinson disease	parkinson Disease	22205172	2	18	4	8
parkinson disease	parkinson Disease	22205172	2	18	4	10
parkinson	parkinson Disease	22205172	2	18	4	20
parkinson disease	parkinson Disease	22205172	3	24	9	8
parkinson disease	parkinson Disease	22205172	3	24	9	10
parkinson	parkinson Disease	22205172	3	24	9	20
parkinson's	parkinson Disease	22204027	2	8	6	11
parkinson's disease	parkinson Disease	22204027	2	8	6	12
parkinson's disease	parkinson Disease	22204027	2	8	6	15
parkinson disease	parkinson Disease	22202748	12	61	36	8
parkinson disease	parkinson Disease	22202748	12	61	36	10
parkinson	parkinson Disease	22202748	12	61	36	20
parkinson	parkinson Disease	22198405	2	7	3	20
parkinson disease	parkinson Disease	22198405	3	15	9	8
parkinson disease	parkinson Disease	22198405	3	15	9	10
parkinson	parkinson Disease	22198405	3	15	9	20
parkinson	parkinson Disease	22198404	2	10	1	20
parkinson	parkinson Disease	22194359	7	33	20	20
parkinson's	parkinson Disease	22193376	2	6	5	11
parkinson's disease	parkinson Disease	22193376	2	6	5	12
parkinson's disease	parkinson Disease	22193376	2	6	5	15
parkinson's	parkinson Disease	22193376	3	28	1	11
parkinson's disease	parkinson Disease	22193376	3	28	1	12
parkinson's disease	parkinson Disease	22193376	3	28	1	15
parkinson	parkinson Disease	22191069	2	12	6	20
parkinson disease	parkinson Disease	22191069	4	23	15	8
parkinson disease	parkinson Disease	22191069	4	23	15	10
parkinson	parkinson Disease	22191069	4	23	15	20
parkinson disease	parkinson Disease	22191067	2	12	11	8
parkinson disease	parkinson Disease	22191067	2	12	11	10
parkinson	parkinson Disease	22191067	2	12	11	20
parkinson disease	parkinson Disease	22191067	3	22	5	8
parkinson disease	parkinson Disease	22191067	3	22	5	10
parkinson	parkinson Disease	22191067	3	22	5	20
parkinson disease	parkinson Disease	22191067	4	35	7	8
parkinson disease	parkinson Disease	22191067	4	35	7	10
parkinson	parkinson Disease	22191067	4	35	7	20
parkinson disease	parkinson Disease	22191067	7	27	18	8
parkinson disease	parkinson Disease	22191067	7	27	18	10
parkinson	parkinson Disease	22191067	7	27	18	20
parkinson's	parkinson Disease	22191065	2	22	8	11
parkinson's	parkinson Disease	22191065	3	14	13	11
parkinson's disease	parkinson Disease	22191065	3	14	13	12
parkinson's disease	parkinson Disease	22191065	3	14	13	15
parkinson's	parkinson Disease	22191065	5	31	18	11
parkinson's disease	parkinson Disease	22191065	5	31	18	12
parkinson's disease	parkinson Disease	22191065	5	31	18	15
parkinson's	parkinson Disease	22191065	6	36	20	11
parkinson disease	parkinson Disease	22190368	2	9	4	8
parkinson disease	parkinson Disease	22190368	2	9	4	10
parkinson	parkinson Disease	22190368	2	9	4	20
parkinson disease	parkinson Disease	22190368	4	15	13	8
parkinson disease	parkinson Disease	22190368	4	15	13	10
parkinson	parkinson Disease	22190368	4	15	13	20
parkinson disease	parkinson Disease	22190305	2	11	6	8
parkinson disease	parkinson Disease	22190305	2	11	6	10
parkinson	parkinson Disease	22190305	2	11	6	20
parkinson	parkinson Disease	22190305	4	26	14	20
parkinson	parkinson Disease	22190305	5	14	8	20
parkinson	parkinson Disease	22190305	6	14	10	20
parkinson	parkinson Disease	22188655	3	40	9	20
parkinson's	parkinson Disease	22188090	2	14	9	11
parkinson's disease	parkinson Disease	22188090	2	14	9	12
parkinson's disease	parkinson Disease	22188090	2	14	9	15
parkinson's	parkinson Disease	22188082	2	8	7	11
parkinson's disease	parkinson Disease	22188082	2	8	7	12
parkinson's disease	parkinson Disease	22188082	2	8	7	15
parkinson's	parkinson Disease	22166466	2	9	7	11
parkinson's disease	parkinson Disease	22166466	2	9	7	12
parkinson's disease	parkinson Disease	22166466	2	9	7	15
parkinson's	parkinson Disease	22166466	3	11	6	11
parkinson's disease	parkinson Disease	22166466	3	11	6	12
parkinson's disease	parkinson Disease	22166466	3	11	6	15
parkinson's	parkinson Disease	22166466	4	26	4	11
parkinson's disease	parkinson Disease	22166466	4	26	4	12
parkinson's disease	parkinson Disease	22166466	4	26	4	15
parkinson	parkinson Disease	22166466	6	29	5	20
parkinson's	parkinson Disease	22166466	7	21	15	11
parkinson's disease	parkinson Disease	22166466	7	21	15	12
parkinson's disease	parkinson Disease	22166466	7	21	15	15
parkinson	parkinson Disease	22166466	7	21	4	20
parkinson	parkinson Disease	22166466	10	10	3	20
parkinson	parkinson Disease	22166466	12	23	13	20
parkinson's	parkinson Disease	22166457	2	9	5	11
parkinson's	parkinson Disease	22166457	3	21	19	11
parkinson's disease	parkinson Disease	22166457	3	21	19	12
parkinson's disease	parkinson Disease	22166457	3	21	19	15
parkinson's	parkinson Disease	22166446	2	13	12	11
parkinson's disease	parkinson Disease	22166446	2	13	12	12
parkinson's disease	parkinson Disease	22166446	2	13	12	15
parkinson's	parkinson Disease	22166446	3	27	1	11
parkinson's disease	parkinson Disease	22166446	3	27	1	12
parkinson's disease	parkinson Disease	22166446	3	27	1	15
parkinson	parkinson Disease	22166446	4	19	18	20
parkinson	parkinson Disease	22166446	5	30	15	20
parkinson	parkinson Disease	22166446	6	26	25	20
parkinson's	parkinson Disease	22166433	3	41	14	11
parkinson's disease	parkinson Disease	22166433	3	41	14	12
parkinson's disease	parkinson Disease	22166433	3	41	14	15
parkinson	parkinson Disease	22166433	5	29	17	20
parkinson's	parkinson Disease	22166425	2	10	9	11
parkinson's disease	parkinson Disease	22166425	2	10	9	12
parkinson's disease	parkinson Disease	22166425	2	10	9	15
parkinson's	parkinson Disease	22166425	3	20	7	11
parkinson's disease	parkinson Disease	22166425	3	20	7	12
parkinson's disease	parkinson Disease	22166425	3	20	7	15
parkinson's	parkinson Disease	22166425	6	27	10	11
parkinson's	parkinson Disease	22166418	3	41	37	11
parkinson's disease	parkinson Disease	22166418	3	41	37	12
parkinson's disease	parkinson Disease	22166418	3	41	37	15
parkinson's	parkinson Disease	22166402	3	13	1	11
parkinson's disease	parkinson Disease	22166402	3	13	1	12
parkinson's disease	parkinson Disease	22166402	3	13	1	15
parkinson disease	parkinson Disease	22187000	9	40	33	8
parkinson disease	parkinson Disease	22187000	9	40	33	10
parkinson	parkinson Disease	22187000	9	40	33	20
parkinson disease	parkinson Disease	22185909	5	10	9	8
parkinson disease	parkinson Disease	22185909	5	10	9	10
parkinson	parkinson Disease	22185909	5	10	9	20
parkinson disease	parkinson Disease	22180089	2	20	1	8
parkinson disease	parkinson Disease	22180089	2	20	1	10
parkinson	parkinson Disease	22180089	2	20	1	20
parkinson's	parkinson Disease	22180089	3	12	1	11
parkinson's disease	parkinson Disease	22180089	3	12	1	12
parkinson's disease	parkinson Disease	22180089	3	12	1	15
parkinson's	parkinson Disease	22180089	4	21	20	11
parkinson's disease	parkinson Disease	22180089	4	21	20	12
parkinson's disease	parkinson Disease	22180089	4	21	20	15
parkinson's	parkinson Disease	22180089	5	26	21	11
parkinson's disease	parkinson Disease	22180089	5	26	21	12
parkinson's disease	parkinson Disease	22180089	5	26	21	15
parkinson's	parkinson Disease	22180089	8	26	7	11
parkinson disease	parkinson Disease	22180013	3	15	14	8
parkinson disease	parkinson Disease	22180013	3	15	14	10
parkinson	parkinson Disease	22180013	3	15	14	20
parkinson	parkinson Disease	22178471	3	27	11	20
parkinson	parkinson Disease	22173095	2	22	12	20
parkinson's	parkinson Disease	22173095	3	10	1	11
parkinson's disease	parkinson Disease	22173095	3	10	1	12
parkinson's disease	parkinson Disease	22173095	3	10	1	15
parkinson	parkinson Disease	22172999	2	12	7	20
parkinson's	parkinson Disease	22172611	2	8	7	11
parkinson's disease	parkinson Disease	22172611	2	8	7	12
parkinson's disease	parkinson Disease	22172611	2	8	7	15
parkinson's	parkinson Disease	22171910	11	30	12	11
parkinson's	parkinson Disease	22171907	2	11	10	11
parkinson's disease	parkinson Disease	22171907	2	11	10	12
parkinson's disease	parkinson Disease	22171907	2	11	10	15
parkinson's	parkinson Disease	22171907	3	41	10	11
parkinson's disease	parkinson Disease	22171907	3	41	10	12
parkinson's disease	parkinson Disease	22171907	3	41	10	15
parkinson	parkinson Disease	22171907	6	20	17	20
parkinson's	parkinson Disease	22171055	2	16	6	11
parkinson's disease	parkinson Disease	22171055	2	16	6	12
parkinson's disease	parkinson Disease	22171055	2	16	6	15
parkinson's	parkinson Disease	22171055	3	14	1	11
parkinson's disease	parkinson Disease	22171055	3	14	1	12
parkinson's disease	parkinson Disease	22171055	3	14	1	15
parkinson's	parkinson Disease	22171055	5	15	13	11
parkinson's disease	parkinson Disease	22171055	5	15	13	12
parkinson's disease	parkinson Disease	22171055	5	15	13	15
parkinson's	parkinson Disease	22171055	6	35	1	11
parkinson's disease	parkinson Disease	22171055	6	35	1	12
parkinson's disease	parkinson Disease	22171055	6	35	1	15
parkinson's	parkinson Disease	22171055	8	26	17	11
parkinson's disease	parkinson Disease	22171055	8	26	17	12
parkinson's disease	parkinson Disease	22171055	8	26	17	15
parkinson's	parkinson Disease	22171055	9	22	8	11
parkinson's disease	parkinson Disease	22171055	9	22	8	12
parkinson's disease	parkinson Disease	22171055	9	22	8	15
parkinson's	parkinson Disease	22171055	10	13	12	11
parkinson's disease	parkinson Disease	22171055	10	13	12	12
parkinson's disease	parkinson Disease	22171055	10	13	12	15
parkinson's	parkinson Disease	22171055	12	29	8	11
parkinson's disease	parkinson Disease	22171055	12	29	8	12
parkinson's disease	parkinson Disease	22171055	12	29	8	15
parkinson	parkinson Disease	22171009	3	23	13	20
parkinson disease	parkinson Disease	22170881	3	76	41	8
parkinson disease	parkinson Disease	22170881	3	76	41	10
parkinson	parkinson Disease	22170881	3	76	41	20
parkinson's	parkinson Disease	22170277	2	11	7	11
parkinson's disease	parkinson Disease	22170277	2	11	7	12
parkinson's disease	parkinson Disease	22170277	2	11	7	15
parkinson's	parkinson Disease	22170276	2	15	13	11
parkinson's disease	parkinson Disease	22170276	2	15	13	12
parkinson's disease	parkinson Disease	22170276	2	15	13	15
parkinson's	parkinson Disease	22170276	7	19	9	11
parkinson's disease	parkinson Disease	22170276	7	19	9	12
parkinson's disease	parkinson Disease	22170276	7	19	9	15
parkinson's	parkinson Disease	22170275	2	6	5	11
parkinson's disease	parkinson Disease	22170275	2	6	5	12
parkinson's disease	parkinson Disease	22170275	2	6	5	15
parkinson's	parkinson Disease	22170275	3	21	9	11
parkinson's disease	parkinson Disease	22170275	3	21	9	12
parkinson's disease	parkinson Disease	22170275	3	21	9	15
parkinson	parkinson Disease	22167981	2	7	4	20
parkinson's	parkinson Disease	22165370	2	9	5	11
parkinson's	parkinson Disease	22165370	3	25	21	11
parkinson's disease	parkinson Disease	22165370	3	25	21	12
parkinson's disease	parkinson Disease	22165370	3	25	21	15
parkinson's	parkinson Disease	22165049	3	26	10	11
parkinson's disease	parkinson Disease	22165049	3	26	10	12
parkinson's disease	parkinson Disease	22165049	3	26	10	15
parkinson's	parkinson Disease	22165049	12	28	27	11
parkinson's disease	parkinson Disease	22165049	12	28	27	12
parkinson's disease	parkinson Disease	22165049	12	28	27	15
parkinson's	parkinson Disease	22164191	2	7	6	11
parkinson's disease	parkinson Disease	22164191	2	7	6	12
parkinson's disease	parkinson Disease	22164191	2	7	6	15
parkinson	parkinson Disease	22164191	3	32	14	20
parkinson's	parkinson Disease	22162696	2	6	5	11
parkinson's disease	parkinson Disease	22162696	2	6	5	12
parkinson's disease	parkinson Disease	22162696	2	6	5	15
parkinson's	parkinson Disease	22162696	3	12	11	11
parkinson's disease	parkinson Disease	22162696	3	12	11	12
parkinson's disease	parkinson Disease	22162696	3	12	11	15
parkinson's	parkinson Disease	22162696	4	21	17	11
parkinson's disease	parkinson Disease	22162696	4	21	17	12
parkinson's disease	parkinson Disease	22162696	4	21	17	15
parkinson	parkinson Disease	22162696	6	18	6	20
parkinson	parkinson Disease	22162696	7	20	14	20
parkinson	parkinson Disease	22162696	8	22	16	20
parkinson disease	parkinson Disease	22162533	2	10	9	8
