GeneName	PMID	Sentence index	The # of total tokens	Location of token
1984	22275077	2	22	2
22915	22275077	2	22	8
6688	22275077	2	22	6
6688	22275077	3	22	16
6688	22275077	4	17	9
7439	22275077	5	23	22
1984	22275077	5	23	2
6688	22275077	5	23	4
1984	22275077	6	32	4
6688	22275077	6	32	13
81624	22275077	7	37	21
1984	22275077	7	37	7
5080	22275077	7	37	21
6418	22275077	7	37	8
6688	22275077	7	37	9
1057	22275077	8	20	14
6688	22275077	8	20	6
1057	22275077	9	25	7
22915	22275077	9	25	15
6688	22275077	9	25	2
57379	22275077	10	24	14
6678	22275077	11	22	18
81624	22275077	12	23	5
22915	22275077	12	23	23
5080	22275077	12	23	5
6688	22275077	12	23	21
1984	22273734	2	8	3
6688	22273734	2	8	6
1431	22273734	7	11	5
1984	22273734	7	11	7
6688	22273734	9	11	2
1984	22273734	10	12	1
1431	22273734	12	29	13
6688	22273734	13	14	3
81624	22273734	15	52	15
1431	22273734	15	52	47
3033	22273734	15	52	14
5080	22273734	15	52	15
6678	22273734	15	52	37
6688	22273734	15	52	20
1984	22273734	16	21	8
81624	22273734	17	17	3
5080	22273734	17	17	3
6688	22273734	17	17	7
6688	22272321	2	14	9
1984	22272321	3	24	12
6688	22272321	3	24	3
6688	22272321	4	40	18
64127	22272321	5	32	30
1984	22272321	5	32	8
4280	22272321	5	32	32
6688	22272321	5	32	3
1984	22272321	6	48	16
6688	22272321	6	48	18
6688	22272321	7	25	15
64127	22272321	8	32	14
1057	22272321	8	32	4
4280	22272321	8	32	23
6688	22272321	8	32	9
64127	22272321	9	14	4
6688	22272321	9	14	11
6688	22272321	10	24	3
64127	22272321	11	36	4
6688	22272321	11	36	3
1057	22271527	2	17	13
6688	22271527	2	17	2
1984	22271527	3	19	9
81624	22271527	4	26	4
5080	22271527	4	26	4
6688	22271527	4	26	10
1057	22271527	5	30	25
6688	22271527	6	35	3
1057	22271527	7	34	23
2523	22271527	7	34	21
6688	22271527	7	34	9
6688	22271527	8	12	5
1984	22271527	10	26	12
2523	22271527	10	26	9
6688	22271527	10	26	2
613	22271527	11	19	4
6688	22271527	11	19	3
6688	22271527	12	37	17
6688	22271259	3	17	8
4036	22271259	4	26	7
6688	22271259	4	26	6
4036	22271259	6	21	2
1984	22271259	8	42	3
4036	22271259	8	42	1
6688	22271259	8	42	30
4504	22271259	9	33	13
4036	22271259	9	33	4
6688	22271259	9	33	3
1984	22270024	2	13	6
6688	22270024	2	13	8
1984	22269801	2	12	1
6688	22269801	2	12	4
1984	22269801	4	18	7
81624	22269801	5	27	13
1057	22269801	5	27	24
5080	22269801	5	27	13
6688	22269801	5	27	5
1057	22269801	6	21	20
81624	22269801	9	25	8
1057	22269801	9	25	24
1984	22269801	9	25	15
5080	22269801	9	25	8
1984	22268009	2	17	10
6688	22268009	2	17	15
1984	22268009	3	15	5
6688	22268009	4	17	16
6688	22268009	5	16	8
613	22268009	6	17	1
6688	22268009	6	17	13
6688	22268009	7	21	18
81624	22268009	10	25	8
1984	22268009	10	25	1
3036	22268009	10	25	4
5080	22268009	10	25	8
23400	22265822	2	17	7
6688	22265822	2	17	15
51761	22265822	3	7	7
6688	22265822	4	21	3
23400	22265822	5	18	7
1984	22265822	5	18	13
3036	22265822	5	18	8
6688	22265822	5	18	2
23400	22265822	6	13	6
23400	22265822	7	18	18
1984	22265822	7	18	10
6688	22265822	7	18	3
6688	22265822	8	21	7
23400	22265822	9	22	7
6688	22265822	9	22	11
23400	22265822	10	64	30
81624	22265822	10	64	25
1984	22265822	10	64	9
5080	22265822	10	64	25
6688	22265822	10	64	19
6688	22262745	2	9	3
1984	22262741	2	12	9
6688	22262741	2	12	4
6688	22262741	3	15	5
161882	22262741	4	18	9
1984	22262741	4	18	3
161882	22262741	5	39	8
6688	22262741	5	39	25
1984	22262741	6	18	9
161882	22262741	7	31	5
6688	22262741	7	31	10
161882	22262741	8	12	12
1984	22262741	8	12	9
3033	22262741	8	12	5
6688	22262741	8	12	2
161882	22262741	9	19	3
1984	22262741	9	19	6
161882	22262741	10	16	4
1984	22262741	10	16	7
1984	22261609	3	16	7
6688	22261609	3	16	10
3036	22261609	4	29	7
4504	22261609	5	34	24
6688	22261609	5	34	3
1984	22261609	7	16	7
1984	22261609	8	29	4
1984	22261609	9	22	18
6678	22261609	9	22	17
6688	22261609	13	21	8
1984	22261172	2	12	9
6678	22260015	2	10	5
6688	22260015	2	10	2
6678	22260015	3	17	8
6688	22260015	3	17	5
6678	22260015	4	28	26
6688	22260015	6	25	13
1984	22260015	7	29	6
6688	22260015	7	29	18
6688	22260015	10	12	11
1984	22258155	2	12	9
1984	22258155	3	13	5
6688	22258155	3	13	8
1984	22258155	4	12	10
1984	22258155	5	21	5
6688	22258155	5	21	8
1984	22258155	6	57	2
6688	22258155	6	57	4
2147	22258155	9	20	12
2147	22258155	10	42	33
1984	22258155	10	42	1
10505	22258155	10	42	26
6688	22258155	10	42	9
6688	22258155	13	12	6
6688	22258155	14	16	13
6678	22256772	2	11	6
6688	22256772	2	11	2
1984	22256772	3	36	5
3036	22256772	3	36	17
6688	22256772	3	36	9
1984	22256772	4	24	4
6678	22256772	4	24	21
6688	22256772	4	24	6
6688	22256772	5	25	5
613	22256772	6	11	1
1984	22256772	7	32	16
6678	22256772	7	32	30
6688	22256772	7	32	13
6678	22256772	8	17	10
6688	22256772	8	17	6
6688	22255666	2	16	4
6678	22255666	3	29	6
6688	22255666	3	29	9
1984	22255666	5	26	16
7439	22255666	6	19	16
1984	22255666	7	26	6
9215	22255666	7	26	7
6688	22255666	7	26	9
55364	22255666	8	35	30
1984	22255666	8	35	28
6678	22255666	8	35	31
6688	22255666	8	35	7
1984	22254350	2	13	11
5978	22254350	2	13	6
6688	22254350	2	13	2
6688	22254350	4	11	10
1984	22254350	5	30	13
6688	22254350	5	30	2
6688	22254350	7	25	24
6688	22254350	8	19	2
6688	22254350	9	22	7
6688	22254331	2	10	8
6688	22254331	3	14	3
1984	22254331	4	15	3
6688	22254331	5	13	5
6688	22254331	6	15	3
1984	22254331	8	13	3
6688	22254331	8	13	5
81624	22254331	9	16	12
5080	22254331	9	16	12
6688	22254331	9	16	14
6688	22254331	10	16	3
6688	22254331	12	27	14
6688	22253756	2	13	2
6688	22253756	4	15	9
1984	22253756	6	17	11
9215	22253756	6	17	12
6688	22253756	6	17	14
3036	22253756	8	35	25
6688	22253756	8	35	22
1057	22253756	9	35	18
6688	22253756	9	35	11
64663	22253756	10	11	11
6688	22253756	13	37	13
1984	22251502	2	15	8
6688	22251502	2	15	12
81624	22251502	3	16	6
5080	22251502	3	16	6
81624	22251502	4	34	15
4036	22251502	4	34	7
5080	22251502	4	34	15
6688	22251502	4	34	3
6749	22251502	4	34	11
4036	22251502	5	16	16
6678	22251502	5	16	9
1984	22251502	6	24	12
4036	22251502	6	24	7
6688	22251502	6	24	23
1984	22251502	7	8	1
6688	22251502	7	8	4
6688	22251502	8	18	16
4036	22251502	9	21	8
6678	22251502	9	21	9
6688	22251502	9	21	12
6688	22251502	10	13	3
1984	22251502	11	26	13
6688	22251502	11	26	5
79071	22251502	12	22	13
2178	22251502	12	22	13
4036	22251502	12	22	18
6688	22251502	12	22	8
4036	22251502	13	18	18
6688	22251502	13	18	15
7439	22251502	14	28	20
4036	22251502	14	28	7
6678	22251502	14	28	3
6688	22251502	14	28	12
6688	22245093	2	14	6
6688	22245093	3	19	8
81624	22245093	4	11	7
5080	22245093	4	11	7
6688	22245093	4	11	10
81624	22245093	5	10	8
5080	22245093	5	10	8
1984	22245093	6	30	24
6688	22245093	6	30	11
1984	22245093	8	43	10
6688	22245093	8	43	7
6688	22245093	9	21	15
4780	22245093	10	22	9
6688	22245093	10	22	16
4780	22245093	11	9	5
4780	22245093	12	10	9
4780	22245093	13	21	19
6688	22245093	13	21	3
1984	22245093	14	26	9
11315	22245093	14	26	25
6688	22245093	14	26	7
1984	22245093	15	29	8
4780	22245093	15	29	27
6688	22245093	15	29	23
6688	22245043	2	11	3
1984	22245043	3	17	4
6688	22245043	3	17	7
81624	22245043	4	33	2
5080	22245043	4	33	2
6688	22245043	4	33	5
6678	22245043	5	25	11
6688	22245043	5	25	20
6678	22245043	6	29	6
6688	22245043	6	29	27
1984	22245043	7	2	2
4280	22245043	8	22	17
6678	22245043	9	30	6
6688	22245043	9	30	9
6688	22245043	12	26	11
6688	22242373	2	9	3
6688	22241380	2	19	4
1984	22241380	4	45	42
2175	22241380	4	45	9
6688	22241380	4	45	10
6688	22241380	5	14	5
2175	22241380	6	17	4
6688	22241380	6	17	10
4858	22241380	7	63	2
7776	22241380	7	63	41
2175	22241380	9	44	3
6688	22241380	9	44	5
7776	22241380	9	44	21
1984	22240861	3	24	3
126669	22240861	4	19	1
6678	22240861	4	19	5
81624	22240861	5	45	26
126669	22240861	5	45	16
1984	22240861	5	45	14
5080	22240861	5	45	26
126669	22240861	6	14	3
1984	22240861	6	14	10
126669	22240861	7	9	1
81624	22240861	8	16	2
5080	22240861	8	16	2
1984	22240861	9	48	16
6688	22240861	9	48	24
1984	22239959	2	14	1
81624	22239959	3	17	4
5080	22239959	3	17	4
6688	22239959	3	17	7
81624	22239959	5	24	7
1984	22239959	5	24	17
5080	22239959	5	24	7
6678	22239959	5	24	22
6688	22239959	5	24	10
1984	22239959	6	27	4
6688	22239959	6	27	7
1984	22239959	8	25	23
1984	22239959	9	52	17
81624	22239959	10	35	26
3033	22239959	10	35	25
5080	22239959	10	35	26
6688	22239959	10	35	34
1984	22239959	11	26	5
6688	22239959	11	26	4
81624	22239959	12	20	17
5080	22239959	12	20	17
1984	22238344	2	24	15
6678	22238344	2	24	12
1057	22238344	3	25	9
65018	22238344	4	31	10
2011	22238344	4	31	7
6688	22238344	4	31	6
65018	22238344	5	11	9
2011	22238344	5	11	1
6688	22238344	5	11	8
1984	22238344	6	20	7
6688	22238344	6	20	19
8731	22238344	7	18	5
65018	22238344	7	18	9
6688	22238344	7	18	2
65018	22238344	8	10	3
2011	22238344	8	10	1
65018	22238344	9	18	13
6688	22238344	9	18	9
2011	22238344	10	7	4
81624	22238344	11	27	6
5080	22238344	11	27	6
65018	22238344	11	27	10
2011	22238344	11	27	4
6688	22238344	11	27	9
6688	22237833	3	19	12
1984	22237833	4	22	20
6688	22237833	4	22	3
1984	22237833	5	26	1
6688	22237833	5	26	25
1984	22237833	6	25	7
6678	22237833	6	25	21
6688	22237833	6	25	14
6688	22237833	7	14	3
1984	22237833	8	13	1
6688	22237833	8	13	3
6678	22237833	9	17	12
6688	22237833	9	17	1
6688	22237833	11	28	3
6688	22237833	12	12	8
6688	22237833	13	34	3
6678	22237722	2	12	7
6688	22237722	2	12	3
1984	22237722	3	14	8
3036	22237722	3	14	4
9215	22237722	3	14	9
6678	22237722	3	14	7
6688	22237722	4	18	9
1984	22237722	5	13	8
6418	22237722	5	13	12
6678	22237722	5	13	5
6688	22237722	5	13	2
1984	22237722	6	46	7
6688	22237722	6	46	6
6688	22237722	9	25	22
1984	22237722	11	27	2
6688	22237722	11	27	6
6688	22237722	12	24	12
7776	22237722	13	32	15
6688	22237722	14	21	13
81624	22234991	2	18	9
5080	22234991	2	18	9
6688	22234991	2	18	4
81624	22234991	3	32	16
7439	22234991	3	32	24
5080	22234991	3	32	16
6688	22234991	3	32	10
1984	22234991	4	16	11
6688	22234991	4	16	14
7439	22234991	5	15	13
81624	22234991	6	33	11
4036	22234991	6	33	9
8731	22234991	6	33	24
5080	22234991	6	33	11
6688	22234991	6	33	8
1984	22234991	7	18	3
6688	22234991	8	14	12
81624	22234991	9	28	7
3036	22234991	9	28	3
4036	22234991	9	28	2
5080	22234991	9	28	7
6688	22234991	9	28	20
3036	22234991	10	25	9
6688	22234991	10	25	17
81624	22234991	13	30	4
4036	22234991	13	30	1
5080	22234991	13	30	4
6688	22234991	13	30	23
6688	22233685	2	10	8
6688	22233685	5	13	8
6688	22233685	6	35	11
1984	22233685	7	27	19
5047	22233685	7	27	13
6688	22233685	7	27	12
81624	22233685	8	12	7
5080	22233685	8	12	7
6688	22233685	8	12	10
5047	22233685	9	12	12
613	22233685	10	20	2
1984	22233685	10	20	11
1984	22233685	11	34	5
9215	22233685	11	34	6
5047	22233685	11	34	22
6688	22233685	11	34	11
1984	22233331	2	13	11
6688	22233331	2	13	5
65018	22233331	3	26	17
6688	22233331	3	26	11
613	22233331	6	6	1
65018	22233331	7	17	2
65018	22233331	10	13	6
81624	22233331	12	47	26
5080	22233331	12	47	26
6688	22233331	12	47	3
6688	22233331	13	18	15
6688	22233331	14	51	3
1984	22233331	15	13	9
1984	22233167	2	15	12
6678	22233167	3	29	14
6688	22233167	3	29	8
6678	22233167	4	14	4
6688	22233167	4	14	8
1984	22233167	5	6	3
1984	22233167	6	35	1
6688	22233167	6	35	5
1984	22233167	7	20	9
6688	22233167	7	20	3
1984	22233167	8	36	18
3036	22233167	8	36	10
6678	22233167	8	36	13
6688	22233167	8	36	8
7439	22233167	9	27	17
6688	22233167	9	27	6
6678	22233167	10	8	3
1984	22232350	2	16	12
8934	22232350	2	16	10
6688	22232350	2	16	2
1984	22232350	3	35	10
1984	22232350	5	7	1
254428	22232350	6	25	10
613	22232350	6	25	21
8934	22232350	6	25	8
6688	22232350	6	25	22
8934	22232350	8	25	9
6688	22232350	8	25	8
613	22232350	9	15	1
7776	22232350	9	15	13
8934	22232350	10	33	15
6688	22232350	10	33	2
6688	22232350	11	22	3
120892	22232350	12	45	44
613	22232350	12	45	22
1984	22232350	12	45	6
2629	22232350	12	45	42
6688	22232350	12	45	30
8934	22232350	14	29	12
6688	22232350	14	29	11
150921	22232350	14	29	29
6688	22229124	2	11	3
6688	22229124	3	25	3
6678	22229124	6	21	8
6688	22229124	6	21	3
6688	22229124	7	22	3
81624	22229124	8	36	24
5080	22229124	8	36	24
6688	22229124	8	36	26
1984	22228827	3	50	21
6688	22228827	3	50	14
6688	22228827	4	17	3
81624	22228827	5	29	20
1984	22228827	5	29	8
5080	22228827	5	29	20
6688	22228827	5	29	11
1984	22228827	12	19	5
6688	22228826	2	17	7
6688	22228826	3	21	14
55364	22228826	4	12	7
6688	22228826	4	12	4
1984	22228826	5	26	2
3036	22228826	5	26	7
6688	22228826	5	26	5
6688	22228826	6	26	7
6688	22228826	7	47	3
6688	22228826	8	21	7
1984	22228826	9	31	4
6688	22228826	9	31	7
6688	22228826	10	19	5
1984	22228826	11	42	9
4504	22228826	11	42	35
6688	22228826	11	42	12
120892	22228096	2	11	1
10059	22228096	2	11	11
6688	22228096	3	17	13
1984	22228096	4	11	4
6688	22228096	4	11	10
120892	22228096	5	44	6
1984	22228096	5	44	22
6688	22228096	5	44	31
120892	22228096	6	24	5
10059	22228096	6	24	23
9927	22228096	7	17	8
10059	22228096	7	17	4
6688	22228096	7	17	2
120892	22228096	8	35	16
10059	22228096	8	35	27
3036	22228096	8	35	23
120892	22228096	9	28	4
10059	22228096	9	28	11
1984	22228096	9	28	23
6688	22227451	2	11	2
1984	22227451	3	18	4
6688	22227451	3	18	12
11315	22227451	4	35	23
6688	22227451	4	35	6
6678	22227451	6	28	5
6688	22227451	6	28	15
6688	22227451	7	32	20
6688	22227451	8	24	22
1984	22222634	2	13	6
1984	22222634	3	23	3
6688	22222634	3	23	20
81624	22222634	4	30	26
922	22222634	4	30	2
1786	22222634	4	30	2
5080	22222634	4	30	26
6688	22222634	4	30	3
1984	22222634	5	36	3
8972	22222634	5	36	22
6688	22222634	5	36	14
6678	22222634	6	18	17
6678	22222634	7	38	31
9215	22222634	8	23	19
6688	22222634	8	23	16
6678	22222634	9	29	7
1984	22222634	11	28	11
6688	22222634	11	28	19
6688	22222634	12	22	13
922	22220437	4	23	2
1786	22220437	4	23	2
6688	22220437	4	23	3
6688	22220437	5	25	20
6688	22220437	7	19	12
613	22220437	9	7	2
613	22220437	10	23	20
6678	22220437	11	38	1
6688	22220437	11	38	15
7776	22220437	12	46	27
6688	22220437	13	14	3
6688	22220437	15	12	8
55364	22220437	16	25	7
1984	22220437	16	25	5
3036	22220437	16	25	4
6678	22220437	16	25	8
6688	22220437	16	25	17
6688	22219231	2	8	6
4504	22219231	3	16	2
6688	22219231	5	19	4
1984	22219231	6	4	1
81624	22219231	8	25	2
4504	22219231	8	25	16
5080	22219231	8	25	2
1984	22219196	2	17	12
6688	22219196	2	17	15
1984	22219196	3	19	1
1057	22219196	4	25	8
6688	22219196	4	25	18
9446	22219196	5	33	8
6688	22219196	5	33	6
51761	22219196	6	16	5
1984	22219196	6	16	10
6688	22219196	6	16	15
51761	22219196	7	34	7
6688	22219196	7	34	5
51761	22219196	8	32	20
1984	22219196	8	32	4
6688	22219196	8	32	11
1984	22218995	2	18	15
6688	22218995	2	18	7
1984	22218995	3	10	4
81624	22218995	4	24	13
5080	22218995	4	24	13
6688	22218995	4	24	4
6688	22218995	5	20	7
2996	22218995	6	19	1
3036	22218995	6	19	2
2996	22218995	7	21	6
3036	22218995	7	21	2
1984	22218995	8	21	10
2996	22218995	8	21	6
81624	22218995	9	24	4
1984	22218995	9	24	9
5080	22218995	9	24	4
6688	22218995	9	24	20
2996	22218995	10	37	15
6688	22218995	10	37	21
4780	22218995	11	27	8
6688	22218995	11	27	7
1984	22218995	12	23	14
2996	22218995	12	23	10
6688	22218995	12	23	6
81624	22217609	3	41	35
5080	22217609	3	41	35
6678	22217609	3	41	11
6688	22217609	3	41	4
6688	22217609	5	40	4
55364	22217609	6	12	7
1984	22217609	6	12	5
1984	22217609	7	19	14
6688	22217609	7	19	7
6688	22216802	2	12	4
81624	22216802	3	25	4
5080	22216802	3	25	4
6678	22216802	3	25	23
81624	22216802	4	30	20
3036	22216802	4	30	7
5080	22216802	4	30	20
6688	22216802	4	30	4
1984	22216802	5	35	1
6688	22216802	5	35	5
6678	22216802	6	18	17
81624	22216802	7	40	8
3036	22216802	7	40	4
5080	22216802	7	40	8
6688	22216802	7	40	13
1984	22216802	8	16	13
6688	22216802	8	16	3
81624	22216802	9	36	11
1057	22216802	9	36	33
5080	22216802	9	36	11
6678	22216802	9	36	4
6688	22216802	9	36	14
81624	22216802	10	38	15
5080	22216802	10	38	15
6688	22216802	10	38	4
6688	22216802	11	41	9
6688	22216802	12	27	10
6688	22215547	2	11	8
81624	22215547	3	26	10
5080	22215547	3	26	10
6688	22215547	3	26	4
6688	22215547	5	17	8
6688	22215547	6	20	13
81624	22215534	2	10	9
5080	22215534	2	10	9
55364	22215534	3	30	6
1984	22215534	3	30	4
6678	22215534	3	30	7
6688	22215534	4	14	2
6688	22215534	5	24	4
6688	22215534	6	50	30
150921	22215534	6	50	14
1984	22215534	7	43	9
6678	22215534	7	43	26
6688	22215534	7	43	3
1984	22215534	8	17	7
55364	22215333	2	13	10
6678	22215333	2	13	11
6688	22215333	2	13	4
81624	22215333	4	26	15
55364	22215333	4	26	19
4504	22215333	4	26	3
3036	22215333	4	26	17
5080	22215333	4	26	15
6678	22215333	4	26	20
6688	22215333	4	26	6
6688	22215333	6	13	3
1984	22215333	8	41	6
81624	22215333	9	21	17
55364	22215333	9	21	18
1984	22215333	9	21	13
3036	22215333	9	21	16
5080	22215333	9	21	17
6678	22215333	9	21	19
6688	22213411	2	8	2
6688	22213411	3	26	7
6688	22213411	4	22	5
6688	22213411	5	31	7
6688	22213411	6	19	16
6688	22213411	7	12	4
1984	22213411	8	40	32
3033	22213411	8	40	31
6688	22213411	8	40	36
1984	22213411	9	30	21
6688	22213411	9	30	5
6688	22213411	10	12	8
1984	22213411	12	30	19
3033	22213411	12	30	18
6688	22213411	12	30	24
55364	22213411	13	8	6
1984	22213411	14	17	13
1984	22211740	2	12	7
6688	22211740	3	24	3
6688	22211740	4	26	2
81624	22211740	5	20	7
5080	22211740	5	20	7
6688	22211740	5	20	13
81624	22211740	6	11	7
5080	22211740	6	11	7
4504	22211740	7	31	5
6688	22211740	7	31	15
1984	22211740	8	28	25
6688	22211740	8	28	7
81624	22211740	9	24	7
4280	22211740	9	24	21
5080	22211740	9	24	7
6688	22211740	9	24	14
81624	22211740	10	33	12
1984	22211740	10	33	24
5080	22211740	10	33	12
6688	22211740	10	33	4
81624	22211740	11	22	7
1984	22211740	11	22	18
5080	22211740	11	22	7
6688	22211740	11	22	2
9215	22211740	12	29	5
6688	22211740	12	29	7
6688	22211687	2	16	14
3036	22211687	3	25	6
6688	22211687	3	25	3
6688	22211687	4	21	13
6688	22211687	5	32	9
50943	22211687	6	37	22
10899	22211687	6	37	35
6688	22211687	6	37	14
6862	22211687	6	37	26
81624	22211687	7	37	12
1984	22211687	7	37	22
5080	22211687	7	37	12
6688	22211687	7	37	18
6688	22211682	2	15	2
81624	22211682	4	20	10
1984	22211682	4	20	4
5080	22211682	4	20	10
6688	22211682	4	20	13
1934	22211682	5	23	8
6862	22211682	6	17	3
4810	22206149	2	9	7
6688	22206149	2	9	2
1984	22205345	4	23	5
6688	22205345	4	23	11
641	22205345	5	29	2
1984	22205345	5	29	19
3036	22205345	5	29	3
6688	22205345	5	29	22
641	22205345	6	46	8
6688	22205345	6	46	27
613	22205345	9	26	2
641	22205345	9	26	3
3033	22205345	9	26	17
3929	22205345	9	26	15
6688	22205345	9	26	11
81624	22205345	10	38	2
613	22205345	10	38	17
5080	22205345	10	38	2
6688	22205345	10	38	5
6688	22205345	11	42	9
1984	22205172	2	18	13
6688	22205172	2	18	3
81624	22205172	5	35	20
1984	22205172	5	35	6
5080	22205172	5	35	20
6688	22205172	5	35	8
81624	22205172	6	9	7
5080	22205172	6	9	7
6688	22205172	6	9	3
6678	22205172	8	10	4
81624	22205172	9	32	14
1984	22205172	9	32	2
5080	22205172	9	32	14
6688	22205172	9	32	7
6688	22202748	2	4	2
1984	22202748	3	17	4
1984	22202748	5	29	10
6688	22202748	5	29	16
81624	22202748	6	33	5
1984	22202748	6	33	13
5080	22202748	6	33	5
6688	22202748	6	33	7
81624	22202748	7	22	9
5080	22202748	7	22	9
5833	22202748	7	22	20
6688	22202748	7	22	11
3036	22202748	8	11	8
1984	22202748	11	39	19
5833	22202748	11	39	29
6688	22202748	11	39	23
1984	22202748	12	61	50
5833	22202748	12	61	19
6688	22202748	12	61	12
6688	22202748	13	25	3
6688	22202748	15	10	5
64663	22202748	15	10	10
1984	22202748	16	12	4
6688	22202748	16	12	8
6688	22202748	18	25	6
1984	22202748	20	20	4
6688	22202748	20	20	7
55364	22202748	23	31	11
6678	22202748	23	31	14
6688	22202748	23	31	7
6688	22198405	3	15	6
6688	22198405	4	23	2
613	22198405	5	35	29
6688	22198405	5	35	4
6688	22198405	7	22	18
6688	22198405	8	18	12
1984	22198405	9	21	19
6678	22198405	9	21	10
6688	22198405	9	21	14
1984	22198405	10	24	11
3036	22198405	10	24	14
6688	22198405	10	24	23
6688	22198405	11	13	8
6688	22198404	2	10	5
6688	22194359	2	6	3
6688	22194359	3	25	4
6688	22194359	4	20	16
1057	22194359	6	29	20
6688	22194359	6	29	5
1984	22194359	7	33	7
6678	22194359	7	33	4
3036	22193376	3	28	5
6688	22193376	3	28	27
6688	22193376	5	28	6
6688	22193376	6	32	22
1984	22193376	9	30	23
6688	22193376	9	30	14
6688	22191069	2	12	2
6688	22191069	4	23	5
6688	22191069	8	21	2
3033	22191069	10	20	6
6688	22191069	10	20	3
6688	22191069	11	27	22
6688	22191069	12	21	15
613	22191069	15	8	1
1984	22191067	2	12	7
6688	22191067	2	12	3
81624	22191067	3	22	16
5080	22191067	3	22	16
6688	22191067	3	22	4
81624	22191067	4	35	31
5080	22191067	4	35	31
6678	22191067	4	35	14
6688	22191067	4	35	4
6678	22191067	5	11	4
6678	22191067	6	35	5
6688	22191067	7	27	10
1984	22191067	8	20	12
6688	22191067	8	20	11
1984	22191065	2	22	10
6688	22191065	2	22	5
1984	22191065	3	14	3
6688	22191065	4	17	10
1984	22191065	5	31	11
6688	22191065	5	31	6
1984	22191065	6	36	2
6688	22191065	6	36	4
81624	22190368	3	22	5
5080	22190368	3	22	5
6688	22190368	3	22	8
283	22190368	4	15	7
1984	22190368	4	15	2
3483	22190368	4	15	4
6647	22190368	4	15	4
6688	22190368	4	15	12
81624	22190368	5	30	7
3483	22190368	5	30	4
5080	22190368	5	30	7
6647	22190368	5	30	4
6678	22190368	5	30	28
6688	22190368	5	30	3
283	22190368	6	13	5
3483	22190368	6	13	11
6647	22190368	6	13	11
283	22190368	7	40	7
613	22190368	7	40	3
3483	22190368	7	40	9
6647	22190368	7	40	9
6678	22190368	7	40	6
283	22190368	10	40	14
1984	22190368	10	40	9
3483	22190368	10	40	18
6647	22190368	10	40	18
6688	22190368	10	40	2
7776	22190368	10	40	34
283	22190368	11	19	6
3483	22190368	11	19	15
6647	22190368	11	19	15
283	22190368	12	19	18
1984	22190368	12	19	11
283	22190368	13	9	1
1984	22190368	13	9	3
3483	22190368	13	9	7
6647	22190368	13	9	7
6688	22190305	2	11	5
1319	22190305	3	17	16
6688	22190305	4	26	9
1984	22190305	7	35	14
6678	22190305	7	35	30
6688	22190305	7	35	7
4280	22188655	2	17	17
6688	22188655	2	17	2
1984	22188655	3	40	3
6688	22188655	3	40	5
1984	22188655	4	29	12
6688	22188655	5	20	3
4280	22188655	6	50	17
6678	22188655	6	50	12
6688	22188655	6	50	5
4280	22188655	7	20	4
4280	22188655	8	29	2
6688	22188655	8	29	7
6688	22188655	9	24	13
6688	22188090	2	14	4
6688	22188082	2	8	2
1057	22187934	5	19	18
